mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
32666,49270,64698,5162,42777,0,0.3355038823384413,0.05301754241814223,189411,0.5140356156717403
