matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
57549,37586,31248,5154,2095,0,0.3519037805331261,0.05804250143585932,128478,0.6911455657777985
