mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
74250,13116,177743,27204,5563,0,0.29465104189402086,0.05204906485497613,284760,0.8849311701081612
