fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.6060461845635104,0.30033429568213194,0.050524296989368736,7194876,12074674,5183102,871937,0,4023356,28476008
