invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
68247,33067,17770,1601,9394,0,0.3458253570902665,0.05893830069209247,128478,0.2114291941032706
