invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
119051,545,3,1,0,0.75,0,0.0,119600,3.3444816053511705e-05
