matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
482379,64261,12157,7291,1033,0,0.11755634421191277,0.022239499487779892,554964,0.9850008288825942
