missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
42749,433386,13213,59404,19424,0,0.1205462773189391,0.02681263824347085,554963,0.8879691078504333
