mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
156573,153097,51210,345582,1599,0,0.7535409537835145,0.7368119624800874,554964,0.37440806971263
