mismatches,missing_hit,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
284,33383,626,94185,61,0,0.3120879120879121,0.06703296703296703,128478,0.007082924703062003
