mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
22902,83046,2844,1977,4350,0,0.21616264582625438,0.026843357118586476,112275,0.9436472945891784
