invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35205,8690,1,1,1,0,0.5,0.5,43897,4.556120008201016e-05
