matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
183369,12327,70507,9306,21578,0,0.2777221950873655,0.0485552001764641,284760,0.8915437561455261
