matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
85252,22736,2717,2060,2227,0,0.21054191206430345,0.02516020298551691,112275,0.961816967267869
