matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
430803,12238,58752,11066,54342,0,0.12001103042559058,0.024998212662520045,554963,0.8821398904071083
