matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
7271,13809,5537,764,17281,0,0.43230793254216116,0.05965021861336665,43898,0.29176727869151214
