matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
89170,45716,7312,4142,50383,0,0.3389232388832051,0.054208739231647464,189411,0.7121339309754977
