mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18847,2923,34625,48081,26925,0,0.3524648414123279,0.05466412327947337,128478,0.41619576892541915
