missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3940,1935,85260,21140,2466,0,0.1986842105263158,0.02317669172932331,112275,0.9476731240258295
