matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
125777,56167,9888,31538,71278,0,0.30870487622565185,0.0543463922965308,284760,0.6389380530973451
