matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18504,16899,5724,2770,1791,0,0.47733242945513094,0.050588933141259215,43897,0.8065015832517028
