mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
40393,38919,17282,31000,23600,0,0.7003554399653229,0.6747984395318596,112275,0.5136940547762191
