invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
108576,10903,93,6,27,0,0.225,0.05,119599,0.0010033528708434016
