missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9645,37509,52,7,50,0,0.49019607843137253,0.06862745098039216,47256,0.0021584560690705943
