mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
11112,13192,13166,6427,1421,0,0.45720868992758396,0.05846774193548387,43897,0.5536597033965874
