missing_hit,mismatches,mismatches_next_base,matches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16923,12898,1741,16231,1204,0,0.4427889731882317,0.05976861546912012,47256,0.6164084983917386
