matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
142004,6027,51032,24232,20618,0,0.26436519612921944,0.031222155452868897,237886,0.8114643148398812
