matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
68062,3569,42344,2379,6814,0,0.38352988062242993,0.03232614169519772,119599,0.9231348088194717
