matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
181638,12726,76809,18701,7612,0,0.29719439575618983,0.04924026976517429,284760,0.9075958702064897
