matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
140640,11108,63602,73257,7261,0,0.31140509787409054,0.05438646311728244,284760,0.7172425902514398
