mismatches,matches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
22262,84015,2337,3661,2824,0,0.20947147548387704,0.02657207109722706,112275,0.9465775996437319
