missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
51542,48868,4141,25953,63048,0,0.3468678579543176,0.0553454244129322,189411,0.3950192966617567
