mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3013,4610,15776,23856,445,0,0.3952512134330316,0.05837596746687656,47255,0.16131626282933023
