invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
21009,21749,48550,7770,98103,0,0.331053575446803,0.052982209705904414,189411,0.7742580948308176
