invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
109879,327,1542,1537,528,0,0.744927536231884,0.7425120772946859,112276,0.01843670953721187
