matches,invalid_lift,mismatches,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
431439,10574,60546,52405,12800,0,0.12306472758315802,0.026017053365448132,554964,0.8865169632624819
