mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15679,1826,19786,6383,2049,0,0.4420978429437474,0.05148738192584238,43897,0.8079139804542451
