matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
66128,5474,43809,4677,13864,0,0.39849186352183524,0.04979215368802132,128478,0.8556873550335466
