mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
19808,70808,5329,2377,16330,0,0.2185927430034431,0.026231570583561403,112275,0.8070897350256068
