matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
79189,2561,21894,7668,3524,0,0.21659428390530555,0.02533561528644777,112275,0.9003161879314184
