invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35651,24135,44294,24398,3851,0,0.3551796424620043,0.056061841262446864,128478,0.534659630442566
