matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18079,119302,9591,1541,42439,0,0.3466208890495121,0.055692085290928804,189411,0.1460844407135805
