invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
19605,52788,147235,65132,11467,0,0.30669548470336727,0.05399614817744753,284760,0.7457753898019385
