missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
5673,9587,163432,6786,59193,0,0.265886580572712,0.030481751824817518,237885,0.9358513567480085
