mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
13467,1801,19552,5017,9220,0,0.40785608286138286,0.054544353251158424,47256,0.6987260876925682
