matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
49,17,782,111428,1,0,0.25757575757575757,0.015151515151515152,112276,0.000587837115679219
