mismatches,matches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
73759,180710,8179,22112,11990,0,0.2898545598874519,0.04711772357340187,284760,0.8936262115465655
