missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
11451,3728,18534,1845,13542,0,0.4221848110737,0.05751964085297419,47255,0.6787853137234156
