mismatches,matches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15479,20218,1370,10188,2052,0,0.4336218729865255,0.05748382216993025,47255,0.755412125700984
