matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
56434,5045,30941,38051,3052,0,0.3541173104434907,0.05773962804005722,128478,0.6800775230000466
