invalid_lift,mismatches,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8425,72591,181345,12562,22399,0,0.2858633671476277,0.04946915758301304,284760,0.8917544598960528
