missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15182,17470,12906,1697,1784,0,0.42487490123781935,0.05873057677113511,47255,0.6428102846259655
