matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
462051,65876,13273,12958,13764,0,0.12478240362777429,0.024545060207187736,554964,0.9512815245673594
