invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
86731,693,18714,18234,6137,0,0.7530481670757716,0.7337330489718724,112275,0.2213404586951681
