missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
12883,13246,10088,7681,1238,0,0.4323305048427188,0.053055626982086226,43898,0.5315504123194679
