invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
33893,101858,44465,8244,104544,0,0.30388250650957127,0.05634110836983933,284760,0.5138467481387835
