missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16225,55176,112659,8173,5351,0,0.32875145231924213,0.04869663657759109,189411,0.8860889811045821
