matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
156780,69560,6641,12182,51779,0,0.3073252628788548,0.05382168419192365,284760,0.7948447815704452
