invalid_lift,mismatches,mismatches_next_base,matches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
503,197,193,72,29,0,0.7323420074349443,0.7174721189591078,801,0.3358302122347066
