invalid_lift,mismatches,mismatches_next_base,matches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
691,82,89,28,0,0,0.7454545454545455,0.8090909090909091,801,0.1373283395755306
