mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
74566,176403,13010,6080,27711,0,0.2971123923671848,0.051839071757866506,284760,0.8813351594325045
