matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
89183,39655,45525,7381,15048,0,0.3379532024824064,0.05479258841345726,189411,0.7111941756286594
