invalid_lift,matches,missing_hit,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
613,81,80,27,3,0,0.25,0.027777777777777776,801,0.1348314606741573
