missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17847,54361,111141,8386,6062,0,0.3284612874768885,0.05067008253676693,189411,0.873771850631695
